OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0007875,11/23/2016,139,Distributor,USD,GUT930,735,19,11,"1,956.40","21,520.40",939.07
SO - 0008561,11/23/2016,35,Distributor,USD,AXW291,255,3,5,"1,005.00","5,025.00",804.00
SO - 0010378,11/23/2016,156,Wholesale,USD,AXW291,889,26,11,"1,862.60","20,488.60",745.04
SO - 000363,11/24/2016,64,Wholesale,USD,GUT930,99,15,10,"2,385.20","23,852.00","1,454.97"
SO - 000416,11/24/2016,6,Wholesale,USD,GUT930,65,20,10,998.30,"9,983.00",449.24
SO - 0005660,11/24/2016,48,Wholesale,USD,GUT930,594,23,5,"3,852.50","19,262.50","2,080.35"
SO - 0005844,11/24/2016,14,Distributor,USD,GUT930,153,30,10,"2,211.00","22,110.00","1,127.61"
SO - 0006451,11/24/2016,141,Wholesale,USD,GUT930,717,11,11,"6,076.90","66,845.90","4,618.44"
SO - 0006834,11/24/2016,33,Wholesale,USD,GUT930,244,26,8,"3,859.20","30,873.60","2,431.30"
SO - 0007084,11/24/2016,113,Distributor,USD,GUT930,180,1,9,"2,499.10","22,491.90","1,599.42"
SO - 000338,11/24/2016,27,Wholesale,USD,AXW291,279,26,8,"1,755.40","14,043.20",930.36
SO - 000701,11/24/2016,7,Wholesale,USD,NXH382,946,25,7,"1,025.10","7,175.70",656.06
SO - 0001348,11/24/2016,2,Wholesale,USD,GUT930,971,16,8,"1,688.40","13,507.20",759.78
SO - 0002241,11/24/2016,91,Export,USD,NXH382,973,26,10,"1,802.30","18,023.00",829.06
SO - 0002266,11/24/2016,175,Wholesale,USD,AXW291,181,15,6,"1,829.10","10,974.60",804.80
SO - 0002657,11/24/2016,25,Wholesale,USD,AXW291,621,15,5,"4,006.60","20,033.00","3,205.28"
SO - 0003453,11/24/2016,104,Wholesale,USD,FLR025,68,25,12,"2,345.00","28,140.00","1,969.80"
SO - 0003883,11/24/2016,97,Distributor,USD,AXW291,607,26,6,"1,681.70","10,090.20",790.40
SO - 0003928,11/24/2016,129,Export,USD,AXW291,794,13,7,"1,072.00","7,504.00",793.28
SO - 0004379,11/24/2016,79,Wholesale,USD,GUT930,486,11,7,"3,350.00","23,450.00","2,579.50"
SO - 0005395,11/24/2016,112,Distributor,USD,FLR025,590,25,9,"1,011.70","9,105.30",536.20
SO - 0007592,11/24/2016,142,Wholesale,USD,NXH382,934,20,9,"3,973.10","35,757.90","2,185.21"
SO - 0010096,11/24/2016,126,Distributor,USD,AXW291,357,4,9,"2,720.20","24,481.80","1,251.29"
SO - 0001788,11/24/2016,151,Distributor,USD,FLR025,408,14,8,"1,869.30","14,954.40",766.41
SO - 0002540,11/24/2016,88,Wholesale,USD,AXW291,259,9,9,"3,852.50","34,672.50","2,272.98"
SO - 0003695,11/24/2016,79,Distributor,USD,AXW291,883,25,12,"1,916.20","22,994.40","1,398.83"
SO - 0004974,11/24/2016,162,Wholesale,USD,NXH382,903,4,6,"6,257.80","37,546.80","2,816.01"
SO - 0006635,11/24/2016,55,Distributor,USD,NXH382,823,24,6,984.90,"5,909.40",748.52
SO - 0006731,11/24/2016,25,Wholesale,USD,FLR025,70,1,8,"2,485.70","19,885.60","1,168.28"
SO - 0008982,11/24/2016,111,Wholesale,USD,AXW291,520,4,5,917.90,"4,589.50",780.22
SO - 000499,11/24/2016,89,Wholesale,USD,NXH382,60,6,9,201.00,"1,809.00",80.40
SO - 0004404,11/24/2016,95,Wholesale,USD,AXW291,450,6,6,"3,906.10","23,436.60","2,031.17"
SO - 0005162,11/24/2016,131,Distributor,USD,AXW291,198,3,9,207.70,"1,869.30",97.62
SO - 0006368,11/24/2016,80,Distributor,USD,NXH382,375,18,5,214.40,"1,072.00",132.93
SO - 0010328,11/24/2016,47,Wholesale,USD,GUT930,24,1,7,"1,058.60","7,410.20",783.36
SO - 0009084,11/24/2016,123,Distributor,USD,AXW291,223,15,9,"3,691.70","33,225.30","2,990.28"
SO - 0008433,11/24/2016,171,Distributor,USD,AXW291,138,2,7,"5,909.40","41,365.80","4,432.05"
SO - 0002715,11/24/2016,40,Wholesale,USD,NXH382,35,4,6,"3,839.10","23,034.60","2,495.42"
SO - 0003696,11/24/2016,73,Distributor,USD,GUT930,859,1,5,"3,986.50","19,932.50","3,149.34"
SO - 0005209,11/24/2016,120,Wholesale,USD,GUT930,512,23,6,221.10,"1,326.60",163.61
SO - 0008135,11/24/2016,121,Export,USD,NXH382,92,14,6,"1,969.80","11,818.80",984.90
SO - 0010527,11/24/2016,67,Export,USD,NXH382,951,24,8,"1,051.90","8,415.20",704.77
SO - 0009629,11/24/2016,75,Wholesale,USD,GUT930,15,22,9,"1,051.90","9,467.10",831.00
SO - 0005585,11/25/2016,17,Wholesale,USD,GUT930,574,18,8,"3,912.80","31,302.40","1,565.12"
SO - 0008175,11/25/2016,168,Distributor,USD,AXW291,605,26,11,"1,045.20","11,497.20",543.50
SO - 000352,11/25/2016,138,Wholesale,USD,FLR025,548,13,8,"2,633.10","21,064.80","1,816.84"
SO - 0001515,11/25/2016,40,Distributor,USD,AXW291,51,3,9,"2,525.90","22,733.10","1,237.69"
SO - 0001817,11/25/2016,74,Distributor,USD,AXW291,251,25,8,"1,125.60","9,004.80",562.80
SO - 0002908,11/25/2016,71,Export,USD,NXH382,474,6,10,"1,072.00","10,720.00",428.80
SO - 0005416,11/25/2016,144,Wholesale,USD,AXW291,513,15,12,"1,038.50","12,462.00",519.25
SO - 0006027,11/25/2016,10,Wholesale,USD,AXW291,697,20,7,"1,078.70","7,550.90",539.35
SO - 0009424,11/25/2016,122,Distributor,USD,FLR025,917,20,7,804.00,"5,628.00",385.92
SO - 0008802,11/25/2016,109,Export,USD,FLR025,860,26,6,"1,031.80","6,190.80",577.81
SO - 000229,11/25/2016,96,Export,USD,NXH382,404,17,11,844.20,"9,286.20",565.61
SO - 0004417,11/25/2016,99,Wholesale,USD,AXW291,108,26,12,"3,772.10","45,265.20","2,112.38"
SO - 0004539,11/25/2016,63,Export,USD,AXW291,706,13,10,"3,879.30","38,793.00","3,103.44"
SO - 0004553,11/25/2016,54,Wholesale,USD,NXH382,710,20,6,194.30,"1,165.80",83.55
SO - 0004648,11/25/2016,7,Wholesale,USD,AXW291,463,15,5,"1,139.00","5,695.00",615.06
SO - 0008938,11/25/2016,34,Wholesale,USD,GUT930,354,24,6,"2,646.50","15,879.00","1,243.86"
SO - 0001433,11/25/2016,26,Wholesale,USD,AXW291,933,28,11,"2,458.90","27,047.90","1,819.59"
SO - 0001774,11/25/2016,56,Wholesale,USD,GUT930,372,20,5,"5,105.40","25,527.00","3,982.21"
SO - 0002707,11/25/2016,40,Wholesale,USD,GUT930,702,25,9,"2,572.80","23,155.20","1,955.33"
SO - 0003047,11/25/2016,62,Wholesale,USD,NXH382,222,25,9,"3,336.60","30,029.40","2,769.38"
SO - 0003727,11/25/2016,112,Distributor,USD,AXW291,820,4,8,180.90,"1,447.20",115.78
SO - 0006193,11/25/2016,80,Distributor,USD,AXW291,496,5,10,"3,999.90","39,999.00","2,679.93"
SO - 0008550,11/25/2016,144,Wholesale,USD,AXW291,230,15,12,"1,038.50","12,462.00",519.25
SO - 000789,11/25/2016,83,Wholesale,USD,AXW291,206,18,9,"3,939.60","35,456.40","2,127.38"
SO - 000799,11/25/2016,76,Wholesale,USD,AXW291,441,14,11,"3,832.40","42,156.40","2,835.98"
SO - 0001558,11/25/2016,160,Distributor,USD,AXW291,179,13,5,"1,876.00","9,380.00","1,031.80"
SO - 0001585,11/25/2016,38,Wholesale,USD,GUT930,816,19,8,"1,989.90","15,919.20","1,432.73"
SO - 0003550,11/25/2016,80,Wholesale,USD,GUT930,782,20,7,"1,025.10","7,175.70",635.56
SO - 0005570,11/25/2016,99,Wholesale,USD,AXW291,917,3,10,"1,118.90","11,189.00",861.55
SO - 0006819,11/25/2016,146,Wholesale,USD,AXW291,347,25,9,"1,762.10","15,858.90",792.95
SO - 0007047,11/25/2016,169,Distributor,USD,AXW291,747,25,12,174.20,"2,090.40",128.91
SO - 0009559,11/25/2016,74,Wholesale,USD,AXW291,930,26,6,"3,819.00","22,914.00","1,909.50"
SO - 000951,11/25/2016,96,Export,USD,GUT930,893,2,6,"1,051.90","6,311.40",641.66
SO - 0001051,11/25/2016,125,Wholesale,USD,FLR025,402,23,6,"2,566.10","15,396.60","1,334.37"
SO - 0001834,11/25/2016,138,Distributor,USD,AXW291,879,20,9,"1,112.20","10,009.80",734.05
SO - 0002360,11/25/2016,24,Wholesale,USD,AXW291,886,25,7,"1,118.90","7,832.30",906.31
SO - 0003222,11/25/2016,71,Wholesale,USD,NXH382,219,4,5,"2,345.00","11,725.00","1,031.80"
SO - 0006599,11/25/2016,71,Distributor,USD,NXH382,112,2,11,"1,916.20","21,078.20","1,207.21"
SO - 0006817,11/25/2016,146,Wholesale,USD,AXW291,976,26,6,"5,460.50","32,763.00","2,839.46"
SO - 0007656,11/25/2016,74,Distributor,USD,GUT930,171,3,9,247.90,"2,231.10",143.78
SO - 0007744,11/25/2016,83,Export,USD,AXW291,898,5,11,"4,020.00","44,220.00","2,894.40"
SO - 0003432,11/26/2016,40,Distributor,USD,GUT930,742,13,12,710.20,"8,522.40",568.16
SO - 0004636,11/26/2016,144,Wholesale,USD,GUT930,295,18,7,"3,182.50","22,277.50","1,782.20"
SO - 0004914,11/26/2016,43,Wholesale,USD,GUT930,832,2,11,"3,872.60","42,598.60","3,059.35"
SO - 0005719,11/26/2016,105,Distributor,USD,GUT930,325,3,6,"2,231.10","13,386.60","1,740.26"
SO - 0006832,11/26/2016,19,Wholesale,USD,GUT930,466,1,12,"3,912.80","46,953.60","2,856.34"
SO - 0010471,11/26/2016,106,Export,USD,NXH382,391,20,5,"1,882.70","9,413.50","1,016.66"
SO - 0010071,11/26/2016,36,Export,USD,FLR025,4,25,7,"1,085.40","7,597.80",792.34
SO - 0001773,11/26/2016,47,Export,USD,AXW291,693,3,7,"1,018.40","7,128.80",835.09
SO - 0002135,11/26/2016,105,Wholesale,USD,NXH382,977,12,7,"2,385.20","16,696.40","1,454.97"
SO - 0002866,11/26/2016,135,Wholesale,USD,AXW291,226,1,6,"3,939.60","23,637.60","2,600.14"
SO - 0007219,11/26/2016,24,Distributor,USD,NXH382,619,18,8,"3,986.50","31,892.00","2,750.69"
SO - 0009551,11/26/2016,48,Wholesale,USD,AXW291,736,26,6,"2,371.80","14,230.80","1,778.85"
SO - 0002753,11/26/2016,156,Wholesale,USD,FLR025,416,3,6,"3,939.60","23,637.60","2,836.51"
SO - 0003008,11/26/2016,170,Distributor,USD,AXW291,471,3,8,857.60,"6,860.80",403.07
SO - 0006232,11/26/2016,111,Distributor,USD,GUT930,471,3,6,"3,912.80","23,476.80","1,604.25"
SO - 0006703,11/26/2016,106,Wholesale,USD,NXH382,659,9,10,"5,286.30","52,863.00","2,325.97"
SO - 0007168,11/26/2016,162,Wholesale,USD,AXW291,468,15,10,167.50,"1,675.00",137.35
SO - 0008398,11/26/2016,164,Distributor,USD,GUT930,106,5,6,824.10,"4,944.60",354.36
SO - 0001431,11/26/2016,37,Distributor,USD,GUT930,449,26,6,"1,018.40","6,110.40",488.83
SO - 0001597,11/26/2016,142,Distributor,USD,AXW291,347,26,10,"3,611.30","36,113.00","2,672.36"
SO - 0004390,11/26/2016,36,Export,USD,GUT930,791,16,6,"5,929.50","35,577.00","4,209.95"
SO - 0006407,11/26/2016,165,Distributor,USD,GUT930,224,25,11,"1,118.90","12,307.90",861.55
SO - 0007824,11/26/2016,29,Distributor,USD,AXW291,70,15,9,221.10,"1,989.90",156.98
SO - 0010391,11/26/2016,128,Distributor,USD,GUT930,817,6,12,"1,842.50","22,110.00","1,510.85"
SO - 0008104,11/26/2016,145,Wholesale,USD,NXH382,641,13,9,268.00,"2,412.00",123.28
SO - 0001377,11/26/2016,46,Wholesale,USD,NXH382,131,14,6,"3,182.50","19,095.00","1,686.73"
SO - 0003260,11/26/2016,42,Export,USD,AXW291,230,30,12,924.60,"11,095.20",711.94
SO - 0004135,11/26/2016,19,Wholesale,USD,GUT930,930,1,5,"3,195.90","15,979.50","2,364.97"
SO - 0005102,11/26/2016,32,Distributor,USD,NXH382,757,4,10,"3,845.80","38,458.00","1,884.44"
SO - 0010596,11/26/2016,165,Wholesale,USD,GUT930,661,26,7,"2,338.30","16,368.10","1,823.87"
SO - 0004185,11/26/2016,95,Distributor,USD,GUT930,240,13,6,"3,932.90","23,597.40","1,612.49"
SO - 0005705,11/26/2016,15,Wholesale,USD,NXH382,334,11,10,"1,963.10","19,631.00",863.76
SO - 0007248,11/26/2016,169,Distributor,USD,GUT930,514,27,12,214.40,"2,572.80",120.06
SO - 0007948,11/26/2016,143,Distributor,USD,GUT930,764,25,5,978.20,"4,891.00",606.48
SO - 0001509,11/27/2016,95,Wholesale,USD,GUT930,72,4,7,"2,412.00","16,884.00","1,423.08"
SO - 0003249,11/27/2016,46,Wholesale,USD,GUT930,662,26,11,"2,365.10","26,016.10",993.34
SO - 0003515,11/27/2016,52,Distributor,USD,GUT930,302,6,8,"1,956.40","15,651.20",782.56
SO - 0003766,11/27/2016,34,Distributor,USD,GUT930,325,16,9,"3,825.70","34,431.30","3,213.59"
SO - 0004090,11/27/2016,80,Distributor,USD,GUT930,880,11,11,"3,376.80","37,144.80","1,553.33"
SO - 0004952,11/27/2016,11,Wholesale,USD,GUT930,10,19,10,"1,929.60","19,296.00","1,254.24"
SO - 0005816,11/27/2016,49,Distributor,USD,GUT930,175,13,10,"1,989.90","19,899.00",895.46
SO - 000438,11/27/2016,67,Wholesale,USD,AXW291,242,21,5,"6,143.90","30,719.50","3,071.95"
SO - 0002370,11/27/2016,141,Export,USD,NXH382,783,12,8,194.30,"1,554.40",101.04
SO - 0003987,11/27/2016,144,Wholesale,USD,AXW291,602,4,11,"4,020.00","44,220.00","2,371.80"
SO - 0007780,11/27/2016,51,Wholesale,USD,AXW291,736,13,10,"3,966.40","39,664.00","2,181.52"
SO - 0008450,11/27/2016,79,Distributor,USD,GUT930,758,9,5,"6,150.60","30,753.00","4,428.43"
SO - 0009436,11/27/2016,63,Export,USD,AXW291,850,18,10,"3,953.00","39,530.00","3,360.05"
SO - 0008368,11/27/2016,106,Distributor,USD,GUT930,783,13,5,"3,457.20","17,286.00","1,486.60"
SO - 0001572,11/27/2016,130,Export,USD,AXW291,290,11,5,"1,118.90","5,594.50",749.66
SO - 0001681,11/27/2016,106,Wholesale,USD,AXW291,51,17,8,"1,118.90","8,951.20",458.75
SO - 0003314,11/27/2016,85,Distributor,USD,AXW291,389,26,12,"4,006.60","48,079.20","2,123.50"
SO - 0003803,11/27/2016,31,Distributor,USD,AXW291,201,24,7,"1,889.40","13,225.80","1,190.32"
SO - 0005436,11/27/2016,51,Wholesale,USD,FLR025,213,26,9,261.30,"2,351.70",169.85
SO - 0007889,11/27/2016,62,Wholesale,USD,AXW291,32,1,9,"5,051.80","45,466.20","3,081.60"
SO - 0008744,11/27/2016,143,Export,USD,AXW291,451,8,6,"3,564.40","21,386.40","2,708.94"
SO - 000343,11/27/2016,70,Wholesale,USD,AXW291,251,25,11,"6,391.80","70,309.80","4,793.85"
SO - 0003951,11/27/2016,39,Wholesale,USD,AXW291,608,1,6,261.30,"1,567.80",177.68
SO - 0004384,11/27/2016,141,Distributor,USD,FLR025,451,22,6,"3,953.00","23,718.00","2,450.86"
SO - 0004683,11/27/2016,148,Distributor,USD,FLR025,602,15,6,"1,876.00","11,256.00","1,331.96"
SO - 0004943,11/27/2016,68,Wholesale,USD,AXW291,797,3,11,"3,986.50","43,851.50","2,551.36"
SO - 0010752,11/27/2016,41,Export,USD,NXH382,200,13,8,"2,653.20","21,225.60","1,167.41"
SO - 0009241,11/27/2016,112,Wholesale,USD,NXH382,220,27,7,"5,326.50","37,285.50","3,036.11"
SO - 0008750,11/27/2016,131,Wholesale,USD,AXW291,936,13,7,"1,996.60","13,976.20","1,557.35"
SO - 0010636,11/27/2016,87,Wholesale,USD,NXH382,129,1,6,"1,996.60","11,979.60","1,417.59"
SO - 0010410,11/27/2016,100,Export,USD,GUT930,456,14,7,"1,755.40","12,287.80","1,299.00"
SO - 000524,11/27/2016,15,Wholesale,USD,AXW291,971,19,5,207.70,"1,038.50",83.08
SO - 0002996,11/27/2016,42,Distributor,USD,GUT930,348,5,10,"5,078.60","50,786.00","3,605.81"
SO - 0004165,11/27/2016,174,Wholesale,USD,NXH382,134,30,8,"2,639.80","21,118.40","1,847.86"
SO - 0006765,11/27/2016,117,Wholesale,USD,GUT930,1,20,6,"5,085.30","30,511.80","3,000.33"
SO - 0006946,11/27/2016,137,Wholesale,USD,AXW291,919,3,12,268.00,"3,216.00",176.88
SO - 0007286,11/27/2016,84,Wholesale,USD,AXW291,28,1,8,"1,038.50","8,308.00",830.80
SO - 0007766,11/27/2016,157,Wholesale,USD,AXW291,781,6,11,"1,139.00","12,529.00",865.64
SO - 0008561,11/27/2016,35,Distributor,USD,AXW291,234,3,5,"1,005.00","5,025.00",804.00
SO - 0010226,11/27/2016,68,Export,USD,AXW291,905,1,10,"5,581.10","55,811.00","3,069.61"
SO - 000286,11/27/2016,68,Wholesale,USD,AXW291,249,25,9,"2,485.70","22,371.30","1,789.70"
SO - 0002430,11/27/2016,56,Wholesale,USD,AXW291,821,4,11,"1,145.70","12,602.70",595.76
SO - 0003202,11/27/2016,41,Distributor,USD,GUT930,242,9,9,"5,849.10","52,641.90","2,632.10"
SO - 0005940,11/27/2016,69,Export,USD,GUT930,747,13,6,"5,212.60","31,275.60","2,814.80"
SO - 0006545,11/27/2016,121,Export,USD,GUT930,378,19,7,"3,939.60","27,577.20","2,087.99"
SO - 0008043,11/27/2016,96,Wholesale,USD,AXW291,722,30,8,268.00,"2,144.00",142.04
SO - 000608,11/28/2016,120,Wholesale,USD,GUT930,920,3,12,"1,025.10","12,301.20",686.82
SO - 0001278,11/28/2016,89,Distributor,USD,GUT930,807,20,8,241.20,"1,929.60",200.20
SO - 0002061,11/28/2016,161,Wholesale,USD,GUT930,137,13,6,"3,075.30","18,451.80","1,998.95"
SO - 0003760,11/28/2016,167,Wholesale,USD,GUT930,883,17,6,"1,199.30","7,195.80",575.66
SO - 0004658,11/28/2016,23,Wholesale,USD,GUT930,384,15,7,"2,278.00","15,946.00","1,116.22"
SO - 0006995,11/28/2016,45,Wholesale,USD,GUT930,827,15,9,"1,105.50","9,949.50",895.46
SO - 0007739,11/28/2016,145,Wholesale,USD,GUT930,114,22,6,857.60,"5,145.60",445.95
SO - 0010523,11/28/2016,135,Distributor,USD,GUT930,97,7,10,"2,458.90","24,589.00","2,016.30"
SO - 0009284,11/28/2016,111,Wholesale,USD,NXH382,581,2,8,"1,025.10","8,200.80",840.58
SO - 0001172,11/28/2016,85,Wholesale,USD,AXW291,4,18,9,"1,326.60","11,939.40",809.23
SO - 0005840,11/28/2016,33,Export,USD,AXW291,539,17,12,857.60,"10,291.20",488.83
SO - 0006374,11/28/2016,90,Wholesale,USD,AXW291,226,20,8,"1,125.60","9,004.80",855.46
SO - 0008926,11/28/2016,161,Wholesale,USD,GUT930,214,15,7,221.10,"1,547.70",161.40
SO - 0001145,11/28/2016,57,Wholesale,USD,AXW291,306,4,9,"1,809.00","16,281.00","1,230.12"
SO - 0001793,11/28/2016,70,Distributor,USD,FLR025,300,25,7,"3,872.60","27,108.20","3,252.98"
SO - 0002726,11/28/2016,39,Wholesale,USD,AXW291,188,26,12,"2,633.10","31,597.20","1,211.23"
SO - 0005286,11/28/2016,59,Export,USD,NXH382,848,13,6,"1,159.10","6,954.60",486.82
SO - 0008003,11/28/2016,42,Distributor,USD,NXH382,76,10,11,"5,152.30","56,675.30","2,112.44"
SO - 0009369,11/28/2016,136,Wholesale,USD,AXW291,197,13,12,"3,879.30","46,551.60","3,103.44"
SO - 0008443,11/28/2016,67,Export,USD,FLR025,138,15,6,"3,845.80","23,074.80","1,653.69"
SO - 000633,11/28/2016,145,Wholesale,USD,FLR025,341,16,5,234.50,"1,172.50",180.57
SO - 0001760,11/28/2016,148,Distributor,USD,NXH382,834,18,11,"5,956.30","65,519.30","3,871.60"
SO - 0003626,11/28/2016,80,Wholesale,USD,GUT930,463,13,12,757.10,"9,085.20",431.55
SO - 0007450,11/28/2016,69,Distributor,USD,AXW291,923,30,9,884.40,"7,959.60",548.33
SO - 000237,11/28/2016,90,Wholesale,USD,FLR025,441,13,10,"1,721.90","17,219.00","1,084.80"
SO - 000977,11/28/2016,13,Wholesale,USD,GUT930,381,8,12,"2,237.80","26,853.60","1,835.00"
SO - 0002957,11/28/2016,113,Distributor,USD,GUT930,541,18,7,"1,835.80","12,850.60","1,248.34"
SO - 0004096,11/28/2016,32,Wholesale,USD,AXW291,804,15,10,"6,351.60","63,516.00","3,048.77"
SO - 0004565,11/28/2016,45,Distributor,USD,AXW291,708,6,6,"1,715.20","10,291.20","1,183.49"
SO - 0004613,11/28/2016,119,Export,USD,GUT930,97,18,10,"3,973.10","39,731.00","1,668.70"
SO - 0005781,11/28/2016,73,Wholesale,USD,AXW291,83,8,8,"2,291.40","18,331.20","1,260.27"
SO - 0005810,11/28/2016,63,Wholesale,USD,NXH382,381,7,11,"1,902.80","20,930.80","1,217.79"
SO - 0006551,11/28/2016,160,Export,USD,AXW291,647,13,9,"1,105.50","9,949.50",884.40
SO - 0007860,11/28/2016,63,Distributor,USD,FLR025,539,4,6,"1,139.00","6,834.00",854.25
SO - 0009836,11/28/2016,24,Wholesale,USD,GUT930,220,22,11,911.20,"10,023.20",601.39
SO - 000197,11/28/2016,13,Export,USD,AXW291,808,26,9,"3,993.20","35,938.80","2,835.17"
SO - 0001932,11/28/2016,60,Distributor,USD,AXW291,92,2,12,"1,051.90","12,622.80",631.14
SO - 0005979,11/28/2016,118,Wholesale,USD,GUT930,275,23,11,"1,172.50","12,897.50",492.45
SO - 0006811,11/28/2016,146,Distributor,USD,GUT930,85,5,8,"3,879.30","31,034.40","1,784.48"
SO - 0003875,11/29/2016,102,Distributor,USD,GUT930,262,3,8,"2,613.00","20,904.00","1,907.49"
SO - 0004798,11/29/2016,97,Wholesale,USD,GUT930,842,5,10,"3,999.90","39,999.00","2,599.94"
SO - 0006157,11/29/2016,160,Distributor,USD,GUT930,935,11,12,"5,695.00","68,340.00","2,847.50"
SO - 0006980,11/29/2016,106,Wholesale,USD,GUT930,570,18,9,"6,016.60","54,149.40","3,429.46"
SO - 0010593,11/29/2016,150,Wholesale,USD,AXW291,615,1,5,"1,025.10","5,125.50",717.57
SO - 0009926,11/29/2016,154,Wholesale,USD,FLR025,580,17,8,167.50,"1,340.00",77.05
SO - 0008994,11/29/2016,7,Wholesale,USD,NXH382,576,26,11,241.20,"2,653.20",161.60
SO - 0009729,11/29/2016,65,Wholesale,USD,AXW291,354,5,10,"1,045.20","10,452.00",648.02
SO - 000284,11/29/2016,66,Distributor,USD,AXW291,418,2,10,"2,566.10","25,661.00","1,052.10"
SO - 0001933,11/29/2016,75,Distributor,USD,FLR025,975,13,6,254.60,"1,527.60",216.41
SO - 0002190,11/29/2016,66,Export,USD,FLR025,225,25,12,"6,083.60","73,003.20","2,555.11"
SO - 0004672,11/29/2016,164,Distributor,USD,AXW291,148,13,6,"1,721.90","10,331.40",929.83
SO - 0005085,11/29/2016,122,Wholesale,USD,FLR025,84,14,5,"5,293.00","26,465.00","3,122.87"
SO - 0005622,11/29/2016,61,Wholesale,USD,GUT930,109,13,8,"2,633.10","21,064.80","1,922.16"
SO - 0005792,11/29/2016,161,Wholesale,USD,GUT930,724,15,7,221.10,"1,547.70",161.40
SO - 0006525,11/29/2016,1,Wholesale,USD,NXH382,228,5,7,187.60,"1,313.20",142.58
SO - 0006687,11/29/2016,103,Wholesale,USD,GUT930,342,1,9,"1,031.80","9,286.20",804.80
SO - 0006796,11/29/2016,122,Wholesale,USD,AXW291,79,3,10,"5,735.20","57,352.00","4,416.10"
SO - 0007220,11/29/2016,60,Distributor,USD,NXH382,815,15,6,"2,639.80","15,838.80","1,768.67"
SO - 0010359,11/29/2016,102,Distributor,USD,GUT930,196,16,8,"1,695.10","13,560.80",830.60
SO - 000568,11/29/2016,56,Wholesale,USD,GUT930,954,17,8,"1,896.10","15,168.80",948.05
SO - 0006346,11/29/2016,34,Export,USD,AXW291,921,15,10,"1,185.90","11,859.00",640.39
SO - 0006635,11/29/2016,55,Distributor,USD,NXH382,456,24,6,984.90,"5,909.40",748.52
SO - 0009766,11/29/2016,158,Export,USD,AXW291,991,20,8,"3,939.60","31,516.80","2,954.70"
SO - 0001397,11/29/2016,16,Distributor,USD,GUT930,662,14,5,"2,338.30","11,691.50","1,800.49"
SO - 0008185,11/29/2016,107,Wholesale,USD,NXH382,747,22,11,"1,058.60","11,644.60",561.06
SO - 0006404,11/29/2016,13,Export,USD,AXW291,398,26,12,"2,010.00","24,120.00","1,467.30"
SO - 0006669,11/29/2016,122,Distributor,USD,AXW291,172,3,9,790.60,"7,115.40",347.86
SO - 0007665,11/29/2016,77,Distributor,USD,AXW291,379,26,5,"6,365.00","31,825.00","5,028.35"
SO - 0008045,11/29/2016,171,Distributor,USD,AXW291,114,14,8,"6,284.60","50,276.80","4,650.60"
SO - 0008585,11/29/2016,120,Wholesale,USD,NXH382,24,20,8,"3,390.20","27,121.60","2,339.24"
SO - 0010459,11/29/2016,18,Wholesale,USD,AXW291,396,1,10,"1,226.10","12,261.00",674.36
SO - 0002090,11/29/2016,128,Wholesale,USD,AXW291,653,5,8,"1,018.40","8,147.20",712.88
SO - 0002165,11/29/2016,89,Wholesale,USD,AXW291,674,15,7,"3,484.00","24,388.00","1,532.96"
SO - 0003649,11/29/2016,18,Wholesale,USD,FLR025,414,17,5,"2,385.20","11,926.00","1,311.86"
SO - 0003676,11/29/2016,21,Export,USD,GUT930,230,5,5,"3,423.70","17,118.50","2,191.17"
SO - 0006591,11/29/2016,75,Distributor,USD,AXW291,378,5,12,"2,345.00","28,140.00","1,031.80"
SO - 0008058,11/29/2016,103,Distributor,USD,GUT930,87,29,8,"1,018.40","8,147.20",651.78
SO - 000396,11/30/2016,133,Distributor,USD,NXH382,689,15,11,"1,728.60","19,014.60","1,140.88"
SO - 0005024,11/30/2016,149,Distributor,USD,NXH382,132,26,10,951.40,"9,514.00",675.49
SO - 0007374,11/30/2016,84,Wholesale,USD,NXH382,726,30,10,"1,882.70","18,827.00","1,110.79"
SO - 0009886,11/30/2016,77,Wholesale,USD,AXW291,122,13,11,"3,906.10","42,967.10","3,203.00"
SO - 0009331,11/30/2016,54,Export,USD,AXW291,579,13,7,911.20,"6,378.40",400.93
SO - 0008289,11/30/2016,169,Distributor,USD,AXW291,730,1,7,871.00,"6,097.00",644.54
SO - 0003246,11/30/2016,53,Wholesale,USD,NXH382,376,28,11,"5,246.10","57,707.10","3,882.11"
SO - 0004110,11/30/2016,70,Distributor,USD,NXH382,82,13,7,"3,892.70","27,248.90","2,063.13"
SO - 0006921,11/30/2016,104,Wholesale,USD,GUT930,247,20,10,227.80,"2,278.00",95.68
SO - 0007317,11/30/2016,139,Export,USD,AXW291,347,26,7,"1,118.90","7,832.30",525.88
SO - 0008388,11/30/2016,7,Wholesale,USD,AXW291,935,1,6,"1,969.80","11,818.80","1,181.88"
SO - 0009741,11/30/2016,89,Wholesale,USD,FLR025,424,1,10,"1,795.60","17,956.00","1,113.27"
SO - 000697,11/30/2016,142,Wholesale,USD,GUT930,373,16,11,"5,118.80","56,306.80","2,354.65"
SO - 000814,11/30/2016,123,Wholesale,USD,NXH382,739,15,11,"2,613.00","28,743.00","1,463.28"
